track_id,path,cluster,umap_x,umap_y
1100507,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/07/1100507.low.mp3,2,9.675082,3.4411566
1129026,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/26/1129026.low.mp3,15,3.1832955,6.3501263
710586,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/86/710586.low.mp3,5,5.144933,5.33889
492112,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/12/492112.low.mp3,0,10.00396,3.5448325
1318107,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/07/1318107.low.mp3,8,2.9262412,4.4495373
1342572,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/72/1342572.low.mp3,3,10.249873,6.430111
82601,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/01/82601.low.mp3,12,6.6459203,0.92704546
1184451,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/51/1184451.low.mp3,15,2.5622835,5.066967
1132337,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/37/1132337.low.mp3,15,4.281597,6.1890182
185293,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/93/185293.low.mp3,9,10.338231,5.261456
1254787,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/87/1254787.low.mp3,11,-0.15217976,3.180586
965316,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/16/965316.low.mp3,11,1.1087681,3.184939
145456,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/56/145456.low.mp3,3,9.798545,6.5086355
1195921,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/21/1195921.low.mp3,7,2.5807989,4.100606
897307,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/07/897307.low.mp3,5,6.7481246,3.5060105
1231349,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/49/1231349.low.mp3,4,3.1313725,3.1988702
710697,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/97/710697.low.mp3,11,1.1150416,3.6149094
448677,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/77/448677.low.mp3,18,7.2967057,5.7786384
172328,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/28/172328.low.mp3,3,9.643148,5.839827
741886,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/86/741886.low.mp3,4,3.6243386,1.9875131
1158371,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/71/1158371.low.mp3,11,-0.26503044,2.9143827
1168349,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/49/1168349.low.mp3,4,5.4720955,0.47113648
1126664,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/64/1126664.low.mp3,17,4.314402,5.7823906
1111972,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/72/1111972.low.mp3,8,3.9904864,4.0949006
159200,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/00/159200.low.mp3,3,9.808804,6.1868677
1336422,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/22/1336422.low.mp3,12,6.5629144,0.42057183
1126383,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/83/1126383.low.mp3,9,10.517767,3.8229363
1239372,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/72/1239372.low.mp3,10,7.392393,0.71482116
375191,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/91/375191.low.mp3,13,6.011748,2.1003823
842779,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/79/842779.low.mp3,11,0.53424823,3.7061749
203520,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/20/203520.low.mp3,4,3.254909,2.1417212
1337210,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/10/1337210.low.mp3,5,5.1853023,4.071198
1310024,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/24/1310024.low.mp3,2,8.288571,2.4417343
597315,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/15/597315.low.mp3,13,3.8795404,3.3184707
1347386,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/86/1347386.low.mp3,14,8.6521225,5.9781275
1065628,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/28/1065628.low.mp3,17,6.0515885,5.1918354
1115616,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/16/1115616.low.mp3,1,1.3204317,5.501122
376461,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/61/376461.low.mp3,10,7.313592,1.5114367
1352899,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/99/1352899.low.mp3,8,1.5775781,3.8455439
1075141,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/41/1075141.low.mp3,0,10.184146,3.4333239
36714,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/14/36714.low.mp3,18,6.233788,1.2575995
1341839,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/39/1341839.low.mp3,13,5.430627,2.0986717
1257250,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/50/1257250.low.mp3,15,3.2815938,6.545042
288283,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/83/288283.low.mp3,10,7.7963943,1.9882001
99043,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/43/99043.low.mp3,16,2.7822244,5.368524
47561,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/61/47561.low.mp3,11,1.6564838,4.459301
1230990,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/90/1230990.low.mp3,17,4.474789,5.628679
1010661,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/61/1010661.low.mp3,12,6.595402,0.5417823
1182567,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/67/1182567.low.mp3,7,2.9943705,3.9625602
1117574,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/74/1117574.low.mp3,19,6.161111,2.8103535
1042060,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/60/1042060.low.mp3,2,10.150665,3.5335135
200571,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/71/200571.low.mp3,13,5.865914,1.6533761
1238100,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/00/1238100.low.mp3,4,5.0158744,2.1596234
801452,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/52/801452.low.mp3,5,6.5277176,5.513035
331418,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/18/331418.low.mp3,12,6.456159,1.304299
1400172,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/72/1400172.low.mp3,18,3.2764184,2.1169608
49144,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/44/49144.low.mp3,10,6.1551957,1.7020932
1249219,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/19/1249219.low.mp3,1,1.0620409,6.3145323
1413171,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/71/1413171.low.mp3,12,6.1056337,0.78068954
949609,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/09/949609.low.mp3,7,2.4780147,4.919961
1378899,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/99/1378899.low.mp3,10,7.2707443,1.3456064
