track_id,path,cluster,umap_x,umap_y
1100507,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/07/1100507.low.mp3,11,13.0973015,-0.014914331
1129026,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/26/1129026.low.mp3,13,5.1242495,-1.7263805
710586,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/86/710586.low.mp3,8,7.8005986,-0.5796047
492112,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/12/492112.low.mp3,11,12.502379,-0.17513427
1318107,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/07/1318107.low.mp3,12,5.2346497,1.2013806
1342572,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/72/1342572.low.mp3,13,12.680715,-4.1226497
82601,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/01/82601.low.mp3,9,11.279342,3.2748158
1184451,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/51/1184451.low.mp3,14,6.3986225,1.2680799
1132337,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/37/1132337.low.mp3,13,6.1841264,-0.4790978
185293,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/93/185293.low.mp3,13,13.637776,-2.1713965
1254787,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/87/1254787.low.mp3,1,3.3871334,2.358868
965316,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/16/965316.low.mp3,1,5.420209,0.56148064
145456,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/56/145456.low.mp3,13,12.003587,-3.2604809
1195921,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/21/1195921.low.mp3,5,4.8490996,3.536389
897307,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/07/897307.low.mp3,3,8.1993265,2.7740262
1231349,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/49/1231349.low.mp3,4,7.563688,4.676391
710697,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/97/710697.low.mp3,1,4.680506,1.5157626
448677,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/77/448677.low.mp3,6,9.096139,-1.4461374
172328,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/28/172328.low.mp3,0,12.734378,-3.4346614
741886,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/86/741886.low.mp3,14,6.221769,2.5112445
1158371,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/71/1158371.low.mp3,1,3.1213987,2.9199378
1168349,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/49/1168349.low.mp3,2,9.4971285,3.563063
1126664,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/64/1126664.low.mp3,10,7.0246234,-1.8058828
1111972,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/72/1111972.low.mp3,14,5.8604035,1.258739
159200,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/00/159200.low.mp3,13,12.4052105,-3.6278167
1336422,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/22/1336422.low.mp3,9,11.036722,3.716943
1126383,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/83/1126383.low.mp3,11,14.321958,-0.61439246
1239372,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/72/1239372.low.mp3,9,11.877578,3.0553112
375191,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/91/375191.low.mp3,2,9.572562,2.794598
842779,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/79/842779.low.mp3,1,3.5445082,1.3948497
203520,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/20/203520.low.mp3,12,5.5020547,3.7240021
1337210,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/10/1337210.low.mp3,8,6.931049,0.85459393
1310024,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/24/1310024.low.mp3,11,12.506977,0.24666156
597315,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/15/597315.low.mp3,4,7.6975646,4.0065794
1347386,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/86/1347386.low.mp3,0,13.864655,-3.8101192
1065628,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/28/1065628.low.mp3,10,7.3162856,-1.7206498
1115616,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/16/1115616.low.mp3,5,1.5022651,0.7452348
376461,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/61/376461.low.mp3,11,8.518747,4.7718725
1352899,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/99/1352899.low.mp3,1,4.449567,0.44102374
1075141,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/41/1075141.low.mp3,11,14.019885,-0.25123927
36714,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/14/36714.low.mp3,9,10.406734,2.880711
1341839,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/39/1341839.low.mp3,4,8.760587,2.6307719
1257250,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/50/1257250.low.mp3,13,5.3251233,-1.8230797
288283,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/83/288283.low.mp3,11,12.791342,0.3449668
99043,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/43/99043.low.mp3,5,4.8741956,-0.5827523
47561,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/61/47561.low.mp3,12,3.0823236,1.0127956
1230990,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/90/1230990.low.mp3,10,7.41568,-1.6463101
1010661,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/61/1010661.low.mp3,9,11.355403,3.4954143
1182567,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/67/1182567.low.mp3,5,5.671501,3.679875
1117574,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/74/1117574.low.mp3,3,9.601561,1.9094979
1042060,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/60/1042060.low.mp3,11,13.566556,0.2319802
200571,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/71/200571.low.mp3,4,8.726389,4.4747157
1238100,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/00/1238100.low.mp3,9,8.631968,2.7151058
801452,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/52/801452.low.mp3,8,8.963342,-1.3294469
331418,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/18/331418.low.mp3,9,11.026271,3.2560163
1400172,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/72/1400172.low.mp3,14,5.879884,2.5098429
49144,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/44/49144.low.mp3,3,8.740117,3.9821858
1249219,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/19/1249219.low.mp3,7,1.0798725,-0.24608947
1413171,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/71/1413171.low.mp3,9,10.658438,3.5158215
949609,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/09/949609.low.mp3,12,5.210397,3.9191203
1378899,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/99/1378899.low.mp3,4,8.416947,4.6124983
1160050,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/50/1160050.low.mp3,0,12.574476,-3.725355
23006,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/06/23006.low.mp3,9,10.60671,2.811232
1328507,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/07/1328507.low.mp3,9,11.412571,1.7609756
151133,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/33/151133.low.mp3,7,0.25605562,0.78708386
182196,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/96/182196.low.mp3,2,6.529492,4.451247
354148,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/48/354148.low.mp3,12,5.950456,3.1004803
1038121,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/21/1038121.low.mp3,3,8.761964,2.237912
1194313,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/13/1194313.low.mp3,10,8.948973,0.69749916
1328327,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/27/1328327.low.mp3,11,14.29032,0.22903049
1245155,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/55/1245155.low.mp3,12,6.9634156,-0.15925832
500420,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/20/500420.low.mp3,6,9.770599,-2.146673
75357,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/57/75357.low.mp3,14,6.551572,2.8842084
937106,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/06/937106.low.mp3,7,0.86165977,0.41289663
1372526,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/26/1372526.low.mp3,9,9.292759,2.6619298
464509,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/09/464509.low.mp3,10,6.550147,0.56438154
1283299,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/99/1283299.low.mp3,3,8.595004,1.660605
1143773,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/73/1143773.low.mp3,5,4.8705535,4.1056113
127599,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/99/127599.low.mp3,0,13.707469,-3.4380798
1349955,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/55/1349955.low.mp3,1,4.3824654,0.3658471
74341,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/41/74341.low.mp3,12,8.603166,4.5477386
1082887,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/87/1082887.low.mp3,1,3.93279,2.177113
1186430,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/30/1186430.low.mp3,3,10.034754,0.8106095
2836,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/36/2836.low.mp3,2,10.616147,4.346219
1181664,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/64/1181664.low.mp3,14,4.6032333,1.8396606
1297178,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/78/1297178.low.mp3,14,5.145526,0.9325433
396917,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/17/396917.low.mp3,11,12.846589,-0.16230246
734385,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/85/734385.low.mp3,12,5.340682,5.1331105
238863,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/63/238863.low.mp3,9,9.920547,3.2898386
1418982,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/82/1418982.low.mp3,1,3.2605267,2.7012885
154036,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/36/154036.low.mp3,3,10.782462,1.8297925
1130220,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/20/1130220.low.mp3,5,2.5695732,0.9517801
1319838,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/38/1319838.low.mp3,8,7.708176,0.48199177
714714,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/14/714714.low.mp3,9,9.3593235,2.9262357
1344990,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/90/1344990.low.mp3,9,11.269309,2.4682548
1137243,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/43/1137243.low.mp3,14,7.943412,2.0971577
919994,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/94/919994.low.mp3,7,0.78071123,0.40719694
371272,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/72/371272.low.mp3,8,6.9018846,0.1479808
1096691,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/91/1096691.low.mp3,0,13.242613,-2.602957
941155,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/55/941155.low.mp3,0,12.810552,-4.1530967
1257556,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/56/1257556.low.mp3,3,8.159743,0.93710905
776867,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/67/776867.low.mp3,3,9.140952,2.4366
1380666,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/66/1380666.low.mp3,10,7.0181274,0.24115479
1055934,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/34/1055934.low.mp3,0,14.414016,-3.726458
1240483,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/83/1240483.low.mp3,14,7.488701,2.3615255
1354150,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/50/1354150.low.mp3,1,3.9719944,0.41986838
1304481,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/81/1304481.low.mp3,11,12.759407,-0.8123437
1077471,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/71/1077471.low.mp3,11,14.019831,-0.47455516
907355,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/55/907355.low.mp3,6,9.804961,-1.8109052
1232051,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/51/1232051.low.mp3,7,0.5911199,0.18104964
1239315,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/15/1239315.low.mp3,3,10.151478,1.7044618
1342719,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/19/1342719.low.mp3,5,4.988958,3.73556
4566,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/66/4566.low.mp3,4,8.506061,3.767666
936452,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/52/936452.low.mp3,9,11.060049,3.5323086
1059885,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/85/1059885.low.mp3,4,6.5537806,4.2932453
373297,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/97/373297.low.mp3,6,15.887203,-3.5821342
463031,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/31/463031.low.mp3,12,5.845127,4.29102
1349120,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/20/1349120.low.mp3,14,6.3881555,4.0331044
1193254,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/54/1193254.low.mp3,3,8.940495,0.9369853
1103994,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/94/1103994.low.mp3,6,9.609101,-1.8578155
1010662,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/62/1010662.low.mp3,9,10.798144,3.4579227
1310040,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/40/1310040.low.mp3,5,4.704889,2.9910216
20766,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/66/20766.low.mp3,10,8.245493,-1.8693751
20538,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/38/20538.low.mp3,0,13.263418,-1.3200785
1067252,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/52/1067252.low.mp3,13,3.7503283,0.40804368
1027693,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/93/1027693.low.mp3,14,7.5451455,1.9204081
