track_id,path,cluster,umap_x,umap_y
1100507,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/07/1100507.low.mp3,0,7.8118196,-2.5955422
1129026,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/26/1129026.low.mp3,4,13.598579,3.730792
710586,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/86/710586.low.mp3,4,11.668839,1.8519758
492112,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/12/492112.low.mp3,0,8.809324,-1.6803733
1318107,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/07/1318107.low.mp3,2,11.188221,5.617632
1342572,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/72/1342572.low.mp3,0,11.031317,-4.2735057
82601,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/01/82601.low.mp3,1,6.6897187,0.83479553
1184451,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/51/1184451.low.mp3,2,11.1415615,3.8222656
1132337,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/37/1132337.low.mp3,6,12.788418,3.01817
185293,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/93/185293.low.mp3,0,8.820014,-4.3227124
1254787,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/87/1254787.low.mp3,2,12.746184,6.67785
965316,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/16/965316.low.mp3,2,12.069867,4.861063
145456,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/56/145456.low.mp3,0,10.565133,-3.0650597
1195921,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/21/1195921.low.mp3,6,9.41303,6.9814157
897307,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/07/897307.low.mp3,4,8.556408,3.137606
1231349,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/49/1231349.low.mp3,6,7.307474,4.5092735
710697,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/97/710697.low.mp3,2,11.588522,5.727482
448677,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/77/448677.low.mp3,3,12.001339,0.3188871
172328,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/28/172328.low.mp3,0,10.616162,-3.8416255
741886,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/86/741886.low.mp3,6,9.956753,4.7687917
1158371,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/71/1158371.low.mp3,2,13.2953005,6.86702
1168349,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/49/1168349.low.mp3,1,7.422725,2.2912655
1126664,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/64/1126664.low.mp3,4,13.128482,1.9157228
1111972,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/72/1111972.low.mp3,4,10.761822,4.5871844
159200,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/00/159200.low.mp3,0,10.466018,-3.791793
1336422,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/22/1336422.low.mp3,1,6.462096,1.3596637
1126383,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/83/1126383.low.mp3,0,7.3816733,-3.7939458
1239372,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/72/1239372.low.mp3,1,6.455262,0.20405725
375191,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/91/375191.low.mp3,1,7.659928,1.9910337
842779,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/79/842779.low.mp3,2,11.846802,6.807321
203520,/content/drive/MyDrive/tag-polysemy/mtg-audio-low/20/203520.low.mp3,2,9.897626,5.846762
